ObservationDate,Country_Region,Province_State,Confirmed,Deaths,Recovered,Active
2020-09-04,Kosovo,NA,12683,488,8788,3407
2020-09-04,MS Zaandam,NA,9,2,0,7
2020-09-05,Diamond Princess,NA,712,13,651,48
2020-09-05,Kosovo,NA,12683,488,8788,3407
2020-09-05,MS Zaandam,NA,9,2,0,7
2020-09-06,Diamond Princess,NA,712,13,651,48
2020-09-06,Kosovo,NA,12683,488,8788,3407
2020-09-06,MS Zaandam,NA,9,2,0,7
2020-09-07,Diamond Princess,NA,712,13,651,48
2020-09-07,Kosovo,NA,12683,488,8788,3407
2020-09-07,MS Zaandam,NA,9,2,0,7
2020-09-08,Diamond Princess,NA,712,13,651,48
2020-09-08,Kosovo,NA,12683,488,8788,3407
2020-09-08,MS Zaandam,NA,9,2,0,7
2020-09-09,Diamond Princess,NA,712,13,651,48
2020-09-09,Kosovo,NA,12683,488,8788,3407
2020-09-09,MS Zaandam,NA,9,2,0,7
2020-09-10,Diamond Princess,NA,712,13,651,48
2020-09-10,Kosovo,NA,12683,488,8788,3407
2020-09-10,MS Zaandam,NA,9,2,0,7
2020-09-11,Diamond Princess,NA,712,13,651,48
2020-09-11,Kosovo,NA,12683,488,8788,3407
2020-09-11,MS Zaandam,NA,9,2,0,7
2020-09-12,Diamond Princess,NA,712,13,651,48
2020-09-12,Kosovo,NA,12683,488,8788,3407
2020-09-12,MS Zaandam,NA,9,2,0,7
2020-09-13,Diamond Princess,NA,712,13,651,48
2020-09-13,Kosovo,NA,12683,488,8788,3407
2020-09-13,MS Zaandam,NA,9,2,0,7
2020-09-14,Diamond Princess,NA,712,13,651,48
2020-09-14,Kosovo,NA,12683,488,8788,3407
2020-09-14,MS Zaandam,NA,9,2,0,7
2020-09-16,Diamond Princess,NA,712,13,651,48
2020-09-16,Kosovo,NA,12683,488,8788,3407
2020-09-16,MS Zaandam,NA,9,2,0,7
2020-09-17,Diamond Princess,NA,712,13,651,48
2020-09-17,Kosovo,NA,12683,488,8788,3407
2020-09-17,MS Zaandam,NA,9,2,0,7
2020-09-18,Diamond Princess,NA,712,13,651,48
2020-09-18,Kosovo,NA,12683,488,8788,3407
2020-09-18,MS Zaandam,NA,9,2,0,7
2020-09-19,Diamond Princess,NA,712,13,651,48
2020-09-19,Kosovo,NA,12683,488,8788,3407
2020-09-19,MS Zaandam,NA,9,2,0,7
2020-09-20,Diamond Princess,NA,712,13,651,48
2020-09-20,Kosovo,NA,12683,488,8788,3407
2020-09-20,MS Zaandam,NA,9,2,0,7
2020-09-21,Diamond Princess,NA,712,13,651,48
2020-09-21,Kosovo,NA,12683,488,8788,3407
2020-09-21,MS Zaandam,NA,9,2,0,7
2020-09-22,Diamond Princess,NA,712,13,651,48
2020-09-22,Kosovo,NA,12683,488,8788,3407
2020-09-22,MS Zaandam,NA,9,2,0,7
2020-09-23,Diamond Princess,NA,712,13,651,48
2020-09-23,Kosovo,NA,12683,488,8788,3407
2020-09-23,MS Zaandam,NA,9,2,0,7
2020-09-24,Diamond Princess,NA,712,13,651,48
2020-09-24,Kosovo,NA,12683,488,8788,3407
2020-09-24,MS Zaandam,NA,9,2,0,7
2020-09-25,Diamond Princess,NA,712,13,651,48
2020-09-25,Kosovo,NA,12683,488,8788,3407
2020-09-25,MS Zaandam,NA,9,2,0,7
2020-09-26,Diamond Princess,NA,712,13,651,48
2020-09-26,Kosovo,NA,12683,488,8788,3407
2020-09-26,MS Zaandam,NA,9,2,0,7
2020-09-27,Diamond Princess,NA,712,13,651,48
2020-09-27,Kosovo,NA,12683,488,8788,3407
2020-09-27,MS Zaandam,NA,9,2,0,7
2020-09-29,Diamond Princess,NA,712,13,651,48
2020-09-29,Kosovo,NA,12683,488,8788,3407
2020-09-29,MS Zaandam,NA,9,2,0,7
2020-09-30,Diamond Princess,NA,712,13,651,48
2020-09-30,Kosovo,NA,12683,488,8788,3407
2020-09-30,MS Zaandam,NA,9,2,0,7
2020-10-01,Diamond Princess,NA,712,13,651,48
2020-10-01,Kosovo,NA,12683,488,8788,3407
2020-10-01,MS Zaandam,NA,9,2,0,7
2020-10-02,Diamond Princess,NA,712,13,651,48
2020-10-02,Kosovo,NA,12683,488,8788,3407
2020-10-02,MS Zaandam,NA,9,2,0,7
2020-10-03,Diamond Princess,NA,712,13,651,48
2020-10-03,Kosovo,NA,12683,488,8788,3407
2020-10-03,MS Zaandam,NA,9,2,0,7
2020-10-04,Diamond Princess,NA,712,13,651,48
2020-10-04,Kosovo,NA,12683,488,8788,3407
2020-10-04,MS Zaandam,NA,9,2,0,7
2020-10-05,Diamond Princess,NA,712,13,651,48
2020-10-05,Kosovo,NA,12683,488,8788,3407
2020-10-05,MS Zaandam,NA,9,2,0,7
2020-10-06,Diamond Princess,NA,712,13,651,48
2020-10-06,Kosovo,NA,12683,488,8788,3407
2020-10-06,MS Zaandam,NA,9,2,0,7
2020-10-07,Diamond Princess,NA,712,13,651,48
2020-10-07,Kosovo,NA,15938,638,14143,1157
2020-10-07,MS Zaandam,NA,9,2,0,7
2020-10-08,Diamond Princess,NA,712,13,651,48
2020-10-08,Kosovo,NA,15938,638,14143,1157
2020-10-08,MS Zaandam,NA,9,2,0,7
2020-10-09,Diamond Princess,NA,712,13,651,48
2020-10-09,Kosovo,NA,15971,638,14189,1144
2020-10-09,MS Zaandam,NA,9,2,0,7
2020-10-10,Diamond Princess,NA,712,13,659,40
2020-10-10,Kosovo,NA,16130,645,14282,1203
2020-10-10,MS Zaandam,NA,9,2,0,7
2020-10-11,Diamond Princess,NA,712,13,659,40
2020-10-11,Kosovo,NA,16179,647,14335,1197
2020-10-11,MS Zaandam,NA,9,2,0,7
2020-10-12,Diamond Princess,NA,712,13,659,40
2020-10-12,Kosovo,NA,16247,648,14368,1231
2020-10-12,MS Zaandam,NA,9,2,0,7
2020-10-13,Diamond Princess,NA,712,13,659,40
2020-10-13,Kosovo,NA,16345,649,14405,1291
2020-10-13,MS Zaandam,NA,9,2,0,7
2020-10-14,Diamond Princess,NA,712,13,659,40
2020-10-14,Kosovo,NA,16425,650,14455,1320
2020-10-14,MS Zaandam,NA,9,2,0,7
2020-10-15,Diamond Princess,NA,712,13,659,40
2020-10-15,Kosovo,NA,16502,650,14514,1338
2020-10-15,MS Zaandam,NA,9,2,0,7
2020-10-16,Diamond Princess,NA,712,13,659,40
2020-10-16,Kosovo,NA,16606,652,14556,1398
2020-10-16,MS Zaandam,NA,9,2,0,7
2020-10-17,Diamond Princess,NA,712,13,659,40
2020-10-17,Kosovo,NA,16606,652,14556,1398
2020-10-17,MS Zaandam,NA,9,2,0,7
2020-10-18,Diamond Princess,NA,712,13,659,40
2020-10-18,Kosovo,NA,16891,653,14661,1577
2020-10-18,MS Zaandam,NA,9,2,0,7
2020-10-19,Diamond Princess,NA,712,13,659,40
2020-10-19,Kosovo,NA,17009,656,14711,1642
2020-10-19,MS Zaandam,NA,9,2,0,7
2020-10-20,Diamond Princess,NA,712,13,659,40
2020-10-20,Kosovo,NA,17139,656,14711,1642
2020-10-20,MS Zaandam,NA,9,2,0,7
2020-10-21,Diamond Princess,NA,712,13,659,40
2020-10-21,Kosovo,NA,17263,657,14831,1775
2020-10-21,MS Zaandam,NA,9,2,0,7
2020-10-22,Diamond Princess,NA,712,13,659,40
2020-10-22,Kosovo,NA,17263,657,14831,1775
2020-10-22,MS Zaandam,NA,9,2,0,7
2020-10-23,Diamond Princess,NA,712,13,659,40
2020-10-23,Kosovo,NA,17263,657,14831,1775
2020-10-23,MS Zaandam,NA,9,2,0,7
2020-10-24,Diamond Princess,NA,712,13,659,40
2020-10-24,Kosovo,NA,17263,657,14831,1775
2020-10-24,MS Zaandam,NA,9,2,0,7
2020-10-25,Diamond Princess,NA,712,13,659,40
2020-10-25,Kosovo,NA,17263,657,14831,1775
2020-10-25,MS Zaandam,NA,9,2,0,7
2020-10-26,Diamond Princess,NA,712,13,659,40
2020-10-26,Kosovo,NA,17943,663,15083,2197
2020-10-26,MS Zaandam,NA,9,2,0,7
2020-10-27,Diamond Princess,NA,712,13,659,40
2020-10-27,Kosovo,NA,17943,663,15083,2197
2020-10-27,MS Zaandam,NA,9,2,0,7
2020-10-28,Diamond Princess,NA,712,13,659,40
2020-10-28,Kosovo,NA,18626,673,15290,2663
2020-10-28,MS Zaandam,NA,9,2,0,7
2020-10-29,Diamond Princess,NA,712,13,659,40
2020-10-29,Kosovo,NA,18626,673,15290,2663
2020-10-29,MS Zaandam,NA,9,2,0,7
2020-10-30,Diamond Princess,NA,712,13,659,40
2020-10-30,Kosovo,NA,19328,678,15429,3221
2020-10-30,MS Zaandam,NA,9,2,0,7
2020-10-31,Diamond Princess,NA,712,13,659,40
2020-10-31,Kosovo,NA,19328,678,15429,3221
2020-10-31,MS Zaandam,NA,9,2,0,7
2020-11-01,Diamond Princess,NA,712,13,659,40
2020-11-01,Kosovo,NA,19328,678,15429,3221
2020-11-01,MS Zaandam,NA,9,2,0,7
2020-11-02,Diamond Princess,NA,712,13,659,40
2020-11-02,Kosovo,NA,20179,688,15611,3880
2020-11-02,MS Zaandam,NA,9,2,0,7
2020-11-03,Diamond Princess,NA,712,13,659,40
2020-11-03,Kosovo,NA,20999,705,15722,4572
2020-11-03,MS Zaandam,NA,9,2,0,7
2020-11-03,NA,NA,0,0,0,0
