ObservationDate,Country_Region,Province_State,Confirmed,Deaths,Recovered,Active
2020-05-23,Kosovo,NA,1025,29,782,214
2020-05-23,MS Zaandam,NA,9,2,0,7
2020-05-24,Diamond Princess,NA,712,13,651,48
2020-05-24,Kosovo,NA,1032,29,785,218
2020-05-24,MS Zaandam,NA,9,2,0,7
2020-05-25,Diamond Princess,NA,712,13,651,48
2020-05-25,Kosovo,NA,1038,30,791,217
2020-05-25,MS Zaandam,NA,9,2,0,7
2020-05-26,Diamond Princess,NA,712,13,651,48
2020-05-26,Kosovo,NA,1038,30,791,217
2020-05-26,MS Zaandam,NA,9,2,0,7
2020-05-27,Diamond Princess,NA,712,13,651,48
2020-05-27,Kosovo,NA,1047,30,794,223
2020-05-27,MS Zaandam,NA,9,2,0,7
2020-05-28,Diamond Princess,NA,712,13,651,48
2020-05-28,Kosovo,NA,1048,30,801,217
2020-05-28,MS Zaandam,NA,9,2,0,7
2020-05-29,Diamond Princess,NA,712,13,651,48
2020-05-29,Kosovo,NA,1048,30,801,217
2020-05-29,MS Zaandam,NA,9,2,0,7
2020-05-30,Diamond Princess,NA,712,13,651,48
2020-05-30,Kosovo,NA,1064,30,829,205
2020-05-30,MS Zaandam,NA,9,2,0,7
2020-05-31,Diamond Princess,NA,712,13,651,48
2020-05-31,Kosovo,NA,1064,30,829,205
2020-05-31,MS Zaandam,NA,9,2,0,7
2020-06-01,Diamond Princess,NA,712,13,651,48
2020-06-01,Kosovo,NA,1064,30,829,205
2020-06-01,MS Zaandam,NA,9,2,0,7
2020-06-02,Diamond Princess,NA,712,13,651,48
2020-06-02,Kosovo,NA,1064,30,829,205
2020-06-02,MS Zaandam,NA,9,2,0,7
2020-06-03,Diamond Princess,NA,712,13,651,48
2020-06-03,Kosovo,NA,1142,30,871,241
2020-06-03,MS Zaandam,NA,9,2,0,7
2020-06-04,Diamond Princess,NA,712,13,651,48
2020-06-04,Kosovo,NA,1142,30,871,241
2020-06-04,MS Zaandam,NA,9,2,0,7
2020-06-05,Diamond Princess,NA,712,13,651,48
2020-06-05,Kosovo,NA,1142,30,871,241
2020-06-05,MS Zaandam,NA,9,2,0,7
2020-06-06,Diamond Princess,NA,712,13,651,48
2020-06-06,Kosovo,NA,1142,30,871,241
2020-06-06,MS Zaandam,NA,9,2,0,7
2020-06-07,Diamond Princess,NA,712,13,651,48
2020-06-07,Kosovo,NA,1142,30,871,241
2020-06-07,MS Zaandam,NA,9,2,0,7
2020-06-08,Diamond Princess,NA,712,13,651,48
2020-06-08,Kosovo,NA,1263,31,912,320
2020-06-08,MS Zaandam,NA,9,2,0,7
2020-06-09,Diamond Princess,NA,712,13,651,48
2020-06-09,Kosovo,NA,1263,31,912,320
2020-06-09,MS Zaandam,NA,9,2,0,7
2020-06-10,Diamond Princess,NA,712,13,651,48
2020-06-10,Kosovo,NA,1298,31,913,354
2020-06-10,MS Zaandam,NA,9,2,0,7
2020-06-11,Diamond Princess,NA,712,13,651,48
2020-06-11,Kosovo,NA,1326,31,921,374
2020-06-11,MS Zaandam,NA,9,2,0,7
2020-06-12,Diamond Princess,NA,712,13,651,48
2020-06-12,Kosovo,NA,1326,31,921,374
2020-06-12,MS Zaandam,NA,9,2,0,7
2020-06-13,Diamond Princess,NA,712,13,651,48
2020-06-13,Kosovo,NA,1437,32,928,477
2020-06-13,MS Zaandam,NA,9,2,0,7
2020-06-14,Diamond Princess,NA,712,13,651,48
2020-06-14,Kosovo,NA,1437,32,928,477
2020-06-14,MS Zaandam,NA,9,2,0,7
2020-06-15,Diamond Princess,NA,712,13,651,48
2020-06-15,Kosovo,NA,1486,33,953,500
2020-06-15,MS Zaandam,NA,9,2,0,7
2020-06-16,Diamond Princess,NA,712,13,651,48
2020-06-16,Kosovo,NA,1486,33,953,500
2020-06-16,MS Zaandam,NA,9,2,0,7
2020-06-17,Diamond Princess,NA,712,13,651,48
2020-06-17,Kosovo,NA,1486,33,953,500
2020-06-17,MS Zaandam,NA,9,2,0,7
2020-06-18,Diamond Princess,NA,712,13,651,48
2020-06-18,Kosovo,NA,1486,33,953,500
2020-06-18,MS Zaandam,NA,9,2,0,7
2020-06-19,Diamond Princess,NA,712,13,651,48
2020-06-19,Kosovo,NA,1486,33,953,500
2020-06-19,MS Zaandam,NA,9,2,0,7
2020-06-20,Diamond Princess,NA,712,13,651,48
2020-06-20,Kosovo,NA,1486,33,953,500
2020-06-20,MS Zaandam,NA,9,2,0,7
2020-06-21,Diamond Princess,NA,712,13,651,48
2020-06-21,Kosovo,NA,1486,33,953,500
2020-06-21,MS Zaandam,NA,9,2,0,7
2020-06-22,Diamond Princess,NA,712,13,651,48
2020-06-22,Kosovo,NA,2169,37,1047,1085
2020-06-22,MS Zaandam,NA,9,2,0,7
2020-06-23,Diamond Princess,NA,712,13,651,48
2020-06-23,Kosovo,NA,2169,37,1047,1085
2020-06-23,MS Zaandam,NA,9,2,0,7
2020-06-24,Diamond Princess,NA,712,13,651,48
2020-06-24,Kosovo,NA,2169,37,1047,1085
2020-06-24,MS Zaandam,NA,9,2,0,7
2020-06-25,Diamond Princess,NA,712,13,651,48
2020-06-25,Kosovo,NA,2169,37,1047,1085
2020-06-25,MS Zaandam,NA,9,2,0,7
2020-06-26,Diamond Princess,NA,712,13,651,48
2020-06-26,Kosovo,NA,2169,37,1047,1085
2020-06-26,MS Zaandam,NA,9,2,0,7
2020-06-27,Diamond Princess,NA,712,13,651,48
2020-06-27,Kosovo,NA,2169,37,1047,1085
2020-06-27,MS Zaandam,NA,9,2,0,7
2020-06-28,Diamond Princess,NA,712,13,651,48
2020-06-28,Kosovo,NA,2169,37,1047,1085
2020-06-28,MS Zaandam,NA,9,2,0,7
2020-06-29,Diamond Princess,NA,712,13,651,48
2020-06-29,Kosovo,NA,2677,49,1425,1203
2020-06-29,MS Zaandam,NA,9,2,0,7
2020-06-30,Diamond Princess,NA,712,13,651,48
2020-06-30,Kosovo,NA,2878,51,1577,1250
2020-06-30,MS Zaandam,NA,9,2,0,7
2020-07-01,Diamond Princess,NA,712,13,651,48
2020-07-01,Kosovo,NA,2991,54,1644,1293
2020-07-01,MS Zaandam,NA,9,2,0,7
2020-07-02,Diamond Princess,NA,712,13,651,48
2020-07-02,Kosovo,NA,3064,55,1707,1302
2020-07-02,MS Zaandam,NA,9,2,0,7
2020-07-03,Diamond Princess,NA,712,13,651,48
2020-07-03,Kosovo,NA,3064,55,1707,1302
2020-07-03,MS Zaandam,NA,9,2,0,7
2020-07-04,Diamond Princess,NA,712,13,651,48
2020-07-04,Kosovo,NA,3064,55,1707,1302
2020-07-04,MS Zaandam,NA,9,2,0,7
2020-07-05,Diamond Princess,NA,712,13,651,48
2020-07-05,Kosovo,NA,3356,66,1874,1416
2020-07-05,MS Zaandam,NA,9,2,0,7
2020-07-06,Diamond Princess,NA,712,13,651,48
2020-07-06,Kosovo,NA,3508,75,1902,1531
2020-07-06,MS Zaandam,NA,9,2,0,7
2020-07-07,Diamond Princess,NA,712,13,651,48
2020-07-07,Kosovo,NA,3703,79,1946,1678
2020-07-07,MS Zaandam,NA,9,2,0,7
2020-07-08,Diamond Princess,NA,712,13,651,48
2020-07-08,Kosovo,NA,3886,82,2003,1801
2020-07-08,MS Zaandam,NA,9,2,0,7
2020-07-09,Diamond Princess,NA,712,13,651,48
2020-07-09,Kosovo,NA,4100,86,2063,1951
2020-07-09,MS Zaandam,NA,9,2,0,7
2020-07-10,Diamond Princess,NA,712,13,651,48
2020-07-10,Kosovo,NA,4307,94,2095,2118
2020-07-10,MS Zaandam,NA,9,2,0,7
2020-07-11,Diamond Princess,NA,712,13,651,48
2020-07-11,Kosovo,NA,4715,101,2227,2387
2020-07-11,MS Zaandam,NA,9,2,0,7
2020-07-12,Diamond Princess,NA,712,13,651,48
2020-07-12,Kosovo,NA,4931,102,2267,2562
2020-07-12,MS Zaandam,NA,9,2,0,7
2020-07-13,Diamond Princess,NA,712,13,651,48
2020-07-13,Kosovo,NA,5118,108,2370,2640
2020-07-13,MS Zaandam,NA,9,2,0,7
2020-07-14,Diamond Princess,NA,712,13,651,48
2020-07-14,Kosovo,NA,5118,108,2370,2640
2020-07-14,MS Zaandam,NA,9,2,0,7
2020-07-15,Diamond Princess,NA,712,13,651,48
2020-07-15,Kosovo,NA,5237,112,2462,2663
2020-07-15,MS Zaandam,NA,9,2,0,7
2020-07-16,Diamond Princess,NA,712,13,651,48
2020-07-16,Kosovo,NA,5237,112,2462,2663
2020-07-16,MS Zaandam,NA,9,2,0,7
2020-07-17,Diamond Princess,NA,712,13,651,48
2020-07-17,Kosovo,NA,5472,124,2640,2708
2020-07-17,MS Zaandam,NA,9,2,0,7
2020-07-18,Diamond Princess,NA,712,13,651,48
2020-07-18,Kosovo,NA,5617,130,2811,2676
2020-07-18,MS Zaandam,NA,9,2,0,7
2020-07-19,Diamond Princess,NA,712,13,651,48
2020-07-19,Kosovo,NA,5735,135,2968,2632
2020-07-19,MS Zaandam,NA,9,2,0,7
2020-07-20,Diamond Princess,NA,712,13,651,48
2020-07-20,Kosovo,NA,5877,139,3069,2669
2020-07-20,MS Zaandam,NA,9,2,0,7
2020-07-21,Diamond Princess,NA,712,13,651,48
2020-07-21,Kosovo,NA,5877,139,3069,2669
2020-07-21,MS Zaandam,NA,9,2,0,7
2020-07-22,Diamond Princess,NA,712,13,651,48
2020-07-22,Kosovo,NA,6286,150,3369,2767
2020-07-22,MS Zaandam,NA,9,2,0,7
2020-07-23,Diamond Princess,NA,712,13,651,48
2020-07-23,Kosovo,NA,6467,158,3505,2804
2020-07-23,MS Zaandam,NA,9,2,0,7
2020-07-24,Diamond Princess,NA,712,13,651,48
2020-07-24,Kosovo,NA,6680,164,3614,2902
2020-07-24,MS Zaandam,NA,9,2,0,7
2020-07-25,Diamond Princess,NA,712,13,651,48
2020-07-25,Kosovo,NA,6917,169,3753,2995
2020-07-25,MS Zaandam,NA,9,2,0,7
2020-07-26,Diamond Princess,NA,712,13,651,48
2020-07-26,Kosovo,NA,6917,169,3753,2995
2020-07-26,MS Zaandam,NA,9,2,0,7
2020-07-27,Diamond Princess,NA,712,13,651,48
2020-07-27,Kosovo,NA,7413,185,4027,3201
2020-07-27,MS Zaandam,NA,9,2,0,7
2020-07-28,Diamond Princess,NA,712,13,651,48
2020-07-28,Kosovo,NA,7652,192,4129,3331
2020-07-28,MS Zaandam,NA,9,2,0,7
2020-07-29,Diamond Princess,NA,712,13,651,48
2020-07-29,Kosovo,NA,7846,196,4267,3383
2020-07-29,MS Zaandam,NA,9,2,0,7
2020-07-30,Diamond Princess,NA,712,13,651,48
2020-07-30,Kosovo,NA,8104,212,4463,3429
2020-07-30,MS Zaandam,NA,9,2,0,7
2020-07-31,Diamond Princess,NA,712,13,651,48
2020-07-31,Kosovo,NA,8104,212,4463,3429
2020-07-31,MS Zaandam,NA,9,2,0,7
2020-08-01,Diamond Princess,NA,712,13,651,48
2020-08-01,Kosovo,NA,8104,212,4463,3429
2020-08-01,MS Zaandam,NA,9,2,0,7
2020-08-02,Diamond Princess,NA,712,13,651,48
2020-08-02,Kosovo,NA,8799,249,4863,3687
2020-08-02,MS Zaandam,NA,9,2,0,7
2020-08-03,Diamond Princess,NA,712,13,651,48
2020-08-03,Kosovo,NA,9049,256,4989,3804
2020-08-03,MS Zaandam,NA,9,2,0,7
2020-08-04,Diamond Princess,NA,712,13,651,48
2020-08-04,Kosovo,NA,9274,296,5190,3788
2020-08-04,MS Zaandam,NA,9,2,0,7
2020-08-05,Diamond Princess,NA,712,13,651,48
2020-08-05,Kosovo,NA,9274,296,5190,3788
2020-08-05,MS Zaandam,NA,9,2,0,7
2020-08-06,Diamond Princess,NA,712,13,651,48
2020-08-06,Kosovo,NA,9688,300,5480,3908
2020-08-06,MS Zaandam,NA,9,2,0,7
2020-08-07,Diamond Princess,NA,712,13,651,48
2020-08-07,Kosovo,NA,9869,303,5480,4086
2020-08-07,MS Zaandam,NA,9,2,0,7
2020-08-08,Diamond Princess,NA,712,13,651,48
2020-08-08,Kosovo,NA,9869,303,5480,4086
2020-08-08,MS Zaandam,NA,9,2,0,7
2020-08-09,Diamond Princess,NA,712,13,651,48
2020-08-09,Kosovo,NA,9869,303,5480,4086
2020-08-09,MS Zaandam,NA,9,2,0,7
2020-08-10,Diamond Princess,NA,712,13,651,48
2020-08-10,Kosovo,NA,10419,341,6058,4020
2020-08-10,MS Zaandam,NA,9,2,0,7
2020-08-11,Diamond Princess,NA,712,13,651,48
2020-08-11,Kosovo,NA,10419,341,6058,4020
2020-08-11,MS Zaandam,NA,9,2,0,7
2020-08-12,Diamond Princess,NA,712,13,651,48
2020-08-12,Kosovo,NA,10419,341,6058,4020
2020-08-12,MS Zaandam,NA,9,2,0,7
2020-08-13,Diamond Princess,NA,712,13,651,48
2020-08-13,Kosovo,NA,10795,365,6411,4019
2020-08-13,MS Zaandam,NA,9,2,0,7
2020-08-14,Diamond Princess,NA,712,13,651,48
2020-08-14,Kosovo,NA,11130,381,6817,3932
2020-08-14,MS Zaandam,NA,9,2,0,7
2020-08-15,Diamond Princess,NA,712,13,651,48
2020-08-15,Kosovo,NA,11275,390,6961,3924
2020-08-15,MS Zaandam,NA,9,2,0,7
2020-08-16,Diamond Princess,NA,712,13,651,48
2020-08-16,Kosovo,NA,11275,390,6961,3924
2020-08-16,MS Zaandam,NA,9,2,0,7
2020-08-17,Diamond Princess,NA,712,13,651,48
2020-08-17,Kosovo,NA,11275,390,6961,3924
2020-08-17,MS Zaandam,NA,9,2,0,7
2020-08-18,Diamond Princess,NA,712,13,651,48
2020-08-18,Kosovo,NA,11545,390,7343,3812
2020-08-18,MS Zaandam,NA,9,2,0,7
2020-08-19,Diamond Princess,NA,712,13,651,48
2020-08-19,Kosovo,NA,11545,390,7343,3812
2020-08-19,MS Zaandam,NA,9,2,0,7
2020-08-20,Diamond Princess,NA,712,13,651,48
2020-08-20,Kosovo,NA,11545,390,7343,3812
2020-08-20,MS Zaandam,NA,9,2,0,7
2020-08-21,Diamond Princess,NA,712,13,651,48
2020-08-21,Kosovo,NA,12168,448,8149,3571
2020-08-21,MS Zaandam,NA,9,2,0,7
2020-08-22,Diamond Princess,NA,712,13,651,48
2020-08-22,Kosovo,NA,12168,448,8149,3571
2020-08-22,MS Zaandam,NA,9,2,0,7
2020-08-23,Diamond Princess,NA,712,13,651,48
2020-08-23,Kosovo,NA,12448,467,8505,3476
2020-08-23,MS Zaandam,NA,9,2,0,7
2020-08-24,Diamond Princess,NA,712,13,651,48
2020-08-24,Kosovo,NA,12448,467,8505,3476
2020-08-24,MS Zaandam,NA,9,2,0,7
2020-08-25,Diamond Princess,NA,712,13,651,48
2020-08-25,Kosovo,NA,12683,488,8788,3407
2020-08-25,MS Zaandam,NA,9,2,0,7
2020-08-26,Diamond Princess,NA,712,13,651,48
2020-08-26,Kosovo,NA,12683,488,8788,3407
2020-08-26,MS Zaandam,NA,9,2,0,7
2020-08-27,Diamond Princess,NA,712,13,651,48
2020-08-27,Kosovo,NA,12683,488,8788,3407
2020-08-27,MS Zaandam,NA,9,2,0,7
2020-08-28,Diamond Princess,NA,712,13,651,48
2020-08-28,Kosovo,NA,12683,488,8788,3407
2020-08-28,MS Zaandam,NA,9,2,0,7
2020-08-29,Diamond Princess,NA,712,13,651,48
2020-08-29,Kosovo,NA,12683,488,8788,3407
2020-08-29,MS Zaandam,NA,9,2,0,7
2020-08-31,Diamond Princess,NA,712,13,651,48
2020-08-31,Kosovo,NA,12683,488,8788,3407
2020-08-31,MS Zaandam,NA,9,2,0,7
2020-09-01,Diamond Princess,NA,712,13,651,48
2020-09-01,Kosovo,NA,12683,488,8788,3407
2020-09-01,MS Zaandam,NA,9,2,0,7
2020-09-02,Diamond Princess,NA,712,13,651,48
2020-09-02,Kosovo,NA,12683,488,8788,3407
2020-09-02,MS Zaandam,NA,9,2,0,7
2020-09-03,Diamond Princess,NA,712,13,651,48
2020-09-03,Kosovo,NA,12683,488,8788,3407
2020-09-03,MS Zaandam,NA,9,2,0,7
2020-09-04,Diamond Princess,NA,712,13,651,48
